DAP,Env,LON,LAT,DOY,YYYYMMDD,daysFromStart,T2M,T2M_MAX,T2M_MIN,T2MDEW,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,PRECTOT,EVPTRNS,QV2M,RH2M,GWETROOT,GWETTOP,FROST_DAYS,WS2M,P_ETP,VPD,N,RTA,n,TH1,TH2,n.1,N.1,RTA.1,VPD.1,SPV,ETP,PETP,GDD,FRUE,T2M_RANGE,PTT,PTR,PAR_TEMP
72,MNH1.2021,-93.5324906,44.069073,205,2021-07-24,72,27.07,33.93,20.99,15.96,33.76,26.63,28.39,12.1,1.52,0.04,3.59,1.99,12.04,55.15,0.45,0.43,0,2.9,1.6,2.078306408,14.935,39.598,10.708,75.12006395,74.0156,9.89399780219478,14.7121601793596,39.5982325253232,2.07830640797086,0.214287197527846,12.3293003369223,-8.73930033692228,19.46,0.884545454545455,12.94,290.6351,0.767471736896197,0.446989287
73,MNH1.2021,-93.5324906,44.069073,206,2021-07-25,73,25.91,34.17,16.52,10.7,30.87,26.77,28.08,11.83,1.47,0.03,0,1.74,8.3,42.15,0.44,0.41,0,1.53,-1.74,2.337849636,14.902,39.463,10.604,72.07150435,70.962,9.95706157769965,14.6780522808197,39.462592100221,2.33784963607874,0.192234881391851,12.2543982878141,-12.2543982878141,17.345,0.788409090909091,17.65,258.47519,0.859152493513981,0.456580471
74,MNH1.2021,-93.5324906,44.069073,207,2021-07-26,74,27.21,34.62,21.02,14.22,35.34,17.22,5.16,7.84,1,0.02,0.11,1.42,10.42,46.63,0.44,0.4,0,3.18,-1.31,2.376211619,14.868,39.323,1.951,74.23315277,73.5292,6.41237635098485,14.6432008970234,39.3233187892997,2.3762116192041,0.218244685290341,7.98700278472879,-7.87700278472879,19.82,0.900909090909091,13.6,294.68376,0.750151362260343,0.288129364
75,MNH1.2021,-93.5324906,44.069073,208,2021-07-27,75,29.32,37.02,21.27,18.66,35.47,22.83,16.19,10.32,1.27,0.03,0.5,1.29,14.07,53.75,0.44,0.4,0,2.53,-0.79,2.253815311,14.834,39.18,6.13,77.964855,77.2376,8.51169898956064,14.6076251932932,39.180436663926,2.25381531062571,0.23334366759328,10.6564534695253,-10.1564534695253,21.145,0.961136363636364,15.75,313.66493,0.701537006384488,0.351978172
76,MNH1.2021,-93.5324906,44.069073,209,2021-07-28,76,28.78,34.17,24.17,21.68,37.04,14.65,6.59,6.66,0.82,0.02,4.11,0.82,16.73,67.56,0.44,0.44,0,3.14,3.29,1.599306308,14.799,39.034,2.498,79.20005032,77.7848,5.46883114805317,14.5713443024157,39.03397055994,1.59930630790245,0.233636769803862,6.83903056524861,-2.72903056524861,21.17,0.962272727272727,10,313.29483,0.699055266887104,0.231410702
77,MNH1.2021,-93.5324906,44.069073,210,2021-07-29,77,26.66,32.16,20.68,18.02,33.48,22.9,19.8,10.28,1.3,0.03,0.06,1.13,13.4,61.96,0.44,0.41,0,2.89,-1.07,1.551599863,14.763,38.884,7.517,75.38767064,74.3472,8.55975983648698,14.5343772976564,38.883946100634,1.55159986308735,0.203191704673451,10.5451331348376,-10.4851331348376,18.42,0.837272727272727,11.48,271.93446,0.801465798045603,0.385596399
78,MNH1.2021,-93.5324906,44.069073,211,2021-07-30,78,20.36,24.11,16.21,14.53,33.15,12.88,3.67,6.02,0.8,0.02,1.98,0.26,10.62,71.33,0.44,0.42,0,0.99,1.72,0.768798744,14.727,38.73,1.396,66.96897012,66.7908,4.82097013065483,14.4967431671677,38.7303897209085,0.768798743895577,0.146111831753091,5.69896056964046,-3.71896056964046,12.16,0.552727272727273,7.9,179.08032,1.21110197368421,0.2956778
79,MNH1.2021,-93.5324906,44.069073,212,2021-07-31,79,22.19,30.44,14.12,12.97,31.86,23.92,22.92,10.84,1.4,0.03,0.09,0.92,9.64,61.19,0.44,0.42,0,2.61,-0.83,1.486330906,14.69,38.573,8.729,68.96601039,68.0592,8.9659459998698,14.458460789819,38.573328692532,1.48633090601226,0.163688508756832,10.7445050268737,-10.6545050268737,14.28,0.649090909090909,16.32,209.7732,1.02871148459384,0.488508337
80,MNH1.2021,-93.5324906,44.069073,213,2021-08-01,80,21.03,27.74,14.51,9.42,30.05,23.63,21.3,10.57,1.36,0.03,0,0.93,7.52,50.11,0.43,0.4,0,2.54,-0.93,1.506591152,14.652,38.413,8.125,66.60132167,65.6212,8.87032497761728,14.4195489124656,38.4127911504194,1.50659115238887,0.153903582817899,10.5297316530593,-10.5297316530593,13.125,0.596590909090909,13.23,192.3075,1.11634285714286,0.502615311
81,MNH1.2021,-93.5324906,44.069073,214,2021-08-02,81,21.64,28.25,13.57,9.12,31.16,20.49,16.7,9.08,1.14,0.02,0,0.88,7.39,47.73,0.43,0.4,0,1.19,-0.88,1.537469744,14.614,38.249,6.381,67.22849428,66.1232,7.70342306772347,14.3800261286697,38.2488061198379,1.53746974444657,0.152137864688014,9.11642812009147,-9.11642812009147,12.91,0.586818181818182,14.68,188.66674,1.13199070487994,0.419593346
82,MNH1.2021,-93.5324906,44.069073,215,2021-08-03,82,22.64,29.77,14.88,10.64,32.01,21.01,12.65,9.08,1.07,0.02,0,0.78,8.21,49.59,0.43,0.4,0,1.45,-0.78,1.658128806,14.575,38.081,4.842,68.66193424,67.6704,7.91151320862942,14.3399108588755,38.0814035444386,1.65812880587404,0.164080129118145,9.44022097573811,-9.44022097573811,14.325,0.651136363636364,14.89,208.786875,1.0174520069808,0.401060071
83,MNH1.2021,-93.5324906,44.069073,216,2021-08-04,83,23.05,30,15.84,11.2,32.96,18.17,8.84,8.04,1,0.02,0,0.62,8.49,50.19,0.43,0.39,0,2.57,-0.62,1.691102705,14.536,37.911,3.389,69.24643705,68.282,6.85340652737035,14.2992213320365,37.910614315009,1.69110270450647,0.169333067559118,8.19618029495654,-8.19618029495654,14.92,0.678181818181818,14.16,216.87712,0.97426273458445,0.348806941
1,MOH1.2020,-92.2071644,38.8963587,154,2020-06-02,1,23.39,28.73,17.14,19.7,31.28,29.45,32.12,13.45,1.74,0.04,0,9.95,14.58,80.97,0.74,0.76,0,2.79,-9.95,0.65406378,14.729,41.396,11.429,72.41668417,71.682,10.3715583482623,14.578815578789,41.3964907083871,0.654063779990738,0.169467307057112,13.2856875262214,-13.2856875262214,14.935,0.678863636363636,11.59,219.977615,0.986206896551724,0.575032065
2,MOH1.2020,-92.2071644,38.8963587,155,2020-06-03,2,24.64,29.04,19.49,22.23,33.84,27.73,28.02,12.83,1.66,0.04,36.84,5.2,17.19,86.93,0.75,0.82,0,2.39,31.64,0.458970194,14.746,41.448,9.969,75.03276648,73.8428,9.76425484867692,14.594777834786,41.4484459521717,0.458970194123181,0.181732443776538,12.6139999659187,24.2260000340813,16.265,0.739318181818182,9.55,239.84369,0.906609283738088,0.520698052
3,MOH1.2020,-92.2071644,38.8963587,156,2020-06-04,3,24.29,28.51,20.57,21.39,33.52,26.36,23.44,12.32,1.61,0.04,12.76,6.92,16.29,84.72,0.8,0.83,0,1.52,5.84,0.610623688,14.762,41.497,8.338,74.23264312,73.1904,9.28055451778362,14.6098894099678,41.4971631392047,0.610623687847005,0.184359644686517,12.0105131600748,0.749486839925242,16.54,0.751818181818182,7.94,244.16348,0.892503022974607,0.507204611
4,MOH1.2020,-92.2071644,38.8963587,157,2020-06-05,4,24.17,28.67,19.7,21.41,34.22,18.48,6.02,8.86,1.19,0.03,3.06,4.05,16.32,85.21,0.79,0.82,0,1.2,-0.99,0.562213128,14.778,41.543,2.141,74.08197443,73.0776,6.50546235792155,14.6241398972237,41.5426437709861,0.56221312759279,0.18097411977397,8.40224679023307,-5.34224679023307,16.185,0.735681818181818,8.97,239.18193,0.91306765523633,0.366570128
5,MOH1.2020,-92.2071644,38.8963587,158,2020-06-06,5,25.7,31.4,20.13,21.26,32.64,28.95,31.32,13.25,1.7,0.04,0.01,10.41,16.1,78.06,0.78,0.8,0,1.49,-10.4,0.949507845,14.792,41.585,11.141,75.8152258,74.5536,10.1901481871274,14.6375193844493,41.5848894832673,0.949507844680151,0.19645491944151,13.283585832945,-13.273585832945,17.765,0.8075,11.27,262.77988,0.832648466084999,0.515564202
6,MOH1.2020,-92.2071644,38.8963587,159,2020-06-07,6,26.03,31.78,19.5,22.24,32.74,29.28,31.45,13.29,1.7,0.04,0,11.37,17.19,80.66,0.77,0.79,0,2.22,-11.37,0.798549467,14.806,41.624,11.187,76.63576002,75.2364,10.305437983949,14.6500184780251,41.6239020315956,0.798549466572855,0.195190883082492,13.4256635200893,-13.4256635200893,17.64,0.801818181818182,12.28,261.17784,0.839342403628118,0.510564733
7,MOH1.2020,-92.2071644,38.8963587,160,2020-06-08,7,24.62,28.88,20.1,20.79,33.37,23.34,13.22,10.78,1.43,0.04,0.6,8.49,15.71,80.41,0.75,0.78,0,2.42,-7.89,0.710260378,14.818,41.66,4.702,74.34254258,73.3044,8.21423443936345,14.6616283253926,41.6596832779442,0.710260378297743,0.183879605414331,10.631342969293,-10.031342969293,16.49,0.749545454545455,8.78,244.34882,0.898605215281989,0.437855402
8,MOH1.2020,-92.2071644,38.8963587,161,2020-06-09,8,25.08,30.41,20.84,22.98,35.06,20.46,15.94,9.87,1.35,0.04,43.13,4.37,18.27,88.51,0.8,0.86,0,4.02,38.76,0.59721055,14.83,41.692,5.67,75.93419492,74.5528,7.20028773081571,14.6723406366186,41.6922351783861,0.597210550341483,0.195039659930026,9.38067152709134,33.7493284729087,17.625,0.801136363636364,9.57,261.37875,0.841418439716312,0.39354067
9,MOH1.2020,-92.2071644,38.8963587,162,2020-06-10,9,17.86,22,14.06,13.84,31.05,16.53,12.69,7.94,1.09,0.03,1.35,4.43,10.12,77.91,0.8,0.82,0,4.24,-3.08,0.542285921,14.841,41.722,4.514,63.40104874,64.0424,5.81703807069269,14.6821477048432,41.7215597717686,0.542285921406544,0.130087343642913,7.19057090988383,-5.84057090988383,10.03,0.455909090909091,7.94,148.85523,1.47966101694915,0.444568869
10,MOH1.2020,-92.2071644,38.8963587,163,2020-06-11,10,20.42,26.97,11.87,15.04,28.75,30.66,37.95,13.93,1.82,0.05,0,10.15,10.82,73.7,0.79,0.8,0,2.17,-10.15,0.765060099,14.851,41.748,13.5,67.2001446,67.0344,10.7892842312185,14.6910424255089,41.7476591693452,0.765060098707601,0.140365288391121,13.4890737349588,-13.4890737349588,11.42,0.519090909090909,15.1,169.59842,1.30043782837128,0.682174339
11,MOH1.2020,-92.2071644,38.8963587,164,2020-06-12,11,23.43,29.38,16.97,18.24,31.05,28.87,33.34,13.31,1.73,0.04,0.02,9.91,13.26,73.95,0.78,0.79,0,1.65,-9.89,0.918895565,14.86,41.771,11.861,71.85667015,71.1964,10.1593300922041,14.6990183142744,41.7705355453251,0.918895564989386,0.171627384268573,13.0441380076326,-13.0241380076326,15.175,0.689772727272727,12.41,225.5005,0.979242174629325,0.568075117
12,MOH1.2020,-92.2071644,38.8963587,165,2020-06-13,12,23.11,29.29,16.33,17.76,29.94,30.81,37.95,13.94,1.8,0.04,0,11.65,12.88,73.52,0.76,0.78,0,1.76,-11.65,0.93205594,14.868,41.79,13.502,71.32630728,70.7036,10.8421136584107,14.7060695235215,41.7901911282966,0.932055940407283,0.168351383904028,13.8879470606705,-13.8879470606705,14.81,0.673181818181818,12.96,220.19508,1.00391627278866,0.603202077
13,MOH1.2020,-92.2071644,38.8963587,166,2020-06-14,13,23.2,29.13,16.45,19.6,31.69,28.16,28.11,12.97,1.68,0.04,0,10.44,14.45,81.23,0.75,0.77,0,2.34,-10.44,0.672513161,14.875,41.807,10.002,72.1330164,71.456,9.90979929369284,14.712190857369,41.8066281934885,0.672513161114313,0.168173413061301,12.6917760438749,-12.6917760438749,14.79,0.672272727272727,12.68,220.00125,1.00574712643678,0.559051724
14,MOH1.2020,-92.2071644,38.8963587,167,2020-06-15,14,22.96,28.45,18.28,19.17,32.7,28.82,29.57,13.37,1.73,0.04,0.01,8.56,14.14,79.56,0.74,0.76,0,2.53,-8.55,0.76952567,14.881,41.82,10.522,71.60482624,71.0612,10.1424284722008,14.7173777851151,41.8198490558326,0.769525669688027,0.17335387851724,13.0372712343624,-13.0272712343624,15.365,0.698409090909091,10.17,228.646565,0.968499837292548,0.582317073
15,MOH1.2020,-92.2071644,38.8963587,168,2020-06-16,15,21.39,27.21,16.52,15.46,30.7,29.24,33.4,13.37,1.74,0.04,0,11.54,11.09,69.98,0.72,0.75,0,2.33,-11.54,0.987990665,14.886,41.83,11.886,68.43779478,68.1556,10.2907444106505,14.7216264530371,41.829856063794,0.987990664947191,0.160113952271117,13.0972583459236,-13.0972583459236,13.865,0.630227272727273,10.69,206.39439,1.07363865849261,0.625058439
16,MOH1.2020,-92.2071644,38.8963587,169,2020-06-17,16,21.96,28.33,14.45,16.97,30.58,29.69,34.13,13.61,1.77,0.04,0,11.7,12.31,74.85,0.71,0.74,0,2.08,-11.7,0.815455034,14.891,41.837,12.148,69.6567394,69.2692,10.4497674821707,14.7249336944851,41.8366515939403,0.815455034179805,0.156103737566866,13.2550026163755,-13.2550026163755,13.39,0.608636363636364,13.88,199.39049,1.11209858103062,0.619763206
17,MOH1.2020,-92.2071644,38.8963587,170,2020-06-18,17,23.78,29.19,17.64,19.47,31.78,27.99,26.52,12.84,1.68,0.04,0.01,11.53,14.41,78.03,0.7,0.73,0,2.13,-11.52,0.771117635,14.894,41.84,9.44,72.77348866,71.9892,9.8521677540232,14.7272970382157,41.8402380462235,0.771117635134534,0.173810646473088,12.6658006845589,-12.6558006845589,15.415,0.700681818181818,11.55,229.59101,0.966201751540707,0.539949537
18,MOH1.2020,-92.2071644,38.8963587,171,2020-06-19,18,23.28,26.1,19.8,20.8,34.45,17.94,6.7,8.6,1.17,0.03,17.19,3.15,15.61,86.09,0.7,0.75,0,1.64,14.04,0.388795973,14.896,41.841,2.385,72.68726448,71.968,6.31523040592736,14.7287147149203,41.8406178399548,0.388795973467007,0.16960163635443,8.09400181906426,9.09599818093574,14.95,0.679545454545455,6.3,222.6952,0.996387959866221,0.369415808
19,MOH1.2020,-92.2071644,38.8963587,172,2020-06-20,19,23.86,28.06,20.21,21.34,34.44,18.55,9.38,8.88,1.19,0.03,3.01,5.9,16.17,86.43,0.72,0.76,0,1.58,-2.89,0.5415646,14.898,41.838,3.34,73.68308602,72.7424,6.53061196005124,14.7291856619117,41.8377934104538,0.54156459989917,0.180501523249804,8.43152215540259,-5.42152215540259,16.135,0.733409090909091,7.85,240.37923,0.923334366284475,0.372170997
20,MOH1.2020,-92.2071644,38.8963587,173,2020-06-21,20,24.43,28.63,19.48,20.93,32.94,27.96,25.39,12.84,1.67,0.04,0.52,8.43,15.79,81.92,0.71,0.74,0,1.79,-7.91,0.616090108,14.898,41.832,9.042,74.18666544,73.1648,9.84454508732325,14.7287095259455,41.8317672063614,0.616090108491305,0.179747533065073,12.7024724332923,-12.1824724332923,16.055,0.729772727272727,9.15,239.18739,0.927935222672065,0.525583299
21,MOH1.2020,-92.2071644,38.8963587,174,2020-06-22,21,23.95,28.5,19.65,21.47,33.47,20.11,12.2,9.6,1.3,0.03,1.25,6.12,16.36,86.62,0.71,0.74,0,1.82,-4.87,0.530004934,14.898,41.823,4.346,73.8508751,72.8792,7.08148579367534,14.7272866641576,41.8225416876107,0.53000493414879,0.179935781210209,9.13726025899798,-7.88726025899798,16.075,0.730681818181818,8.85,239.48535,0.926780715396579,0.400835073
22,MOH1.2020,-92.2071644,38.8963587,175,2020-06-23,22,19.97,24.45,14.68,15.72,30.73,27.48,27.66,12.58,1.65,0.04,0.25,7.39,11.36,77.84,0.7,0.72,0,1.98,-7.14,0.581958568,14.896,41.81,9.855,66.73378152,66.8292,9.67805777918622,14.7249181431163,41.8101193240511,0.581958567937152,0.141475972251789,12.1037122260297,-11.8537122260297,11.565,0.525681818181818,9.77,172.27224,1.28802421098141,0.629944917
23,MOH1.2020,-92.2071644,38.8963587,176,2020-06-24,23,21.95,26.61,14.63,15.35,30.04,28.85,33.79,13.19,1.71,0.04,0.01,11.88,11.08,67.95,0.68,0.71,0,1.26,-11.87,0.83067678,14.894,41.795,12.041,69.12852475,68.676,10.16206197264,14.7216057359908,41.7945025947327,0.830676780338391,0.149783351864426,12.8088789690201,-12.7988789690201,12.62,0.573636363636364,11.98,187.96228,1.18019017432647,0.600911162
24,MOH1.2020,-92.2071644,38.8963587,177,2020-06-25,24,24.24,30.08,16.6,19.06,32.44,27.7,25.67,12.93,1.72,0.04,0,12.46,14.27,73.74,0.67,0.7,0,1.43,-12.46,0.870202341,14.891,41.776,9.15,73.08541024,72.3016,9.75856076126614,14.7173519178543,41.7756939878571,0.870202340702194,0.173125874551897,12.528637392357,-12.528637392357,15.34,0.697272727272727,13.48,228.42794,0.970730117340287,0.533415842
25,MOH1.2020,-92.2071644,38.8963587,178,2020-06-26,25,25.61,29.38,20.49,22.33,34.39,27.89,27.78,12.98,1.69,0.04,0.95,7.99,17.21,82.65,0.66,0.69,0,2.66,-7.04,0.554721827,14.886,41.754,9.904,76.18014835,74.8488,9.8272052001748,14.7121598591456,41.7536960014095,0.554721826961099,0.188189217409462,12.7371011893005,-11.7871011893005,16.935,0.769772727272727,8.89,252.09441,0.879007971656333,0.506833268
26,MOH1.2020,-92.2071644,38.8963587,179,2020-06-27,26,24.51,26.71,22.66,22.94,36,11.19,1.88,5.66,0.78,0.02,7.33,2.86,17.88,91.04,0.66,0.71,0,2.43,4.47,0.329384764,14.881,41.729,0.67,75.22514496,73.9684,3.94359897888679,14.7060334173257,41.7285111444894,0.329384763853868,0.185757735184961,5.10291131799663,2.22708868200337,16.685,0.758409090909091,4.05,248.289485,0.891878933173509,0.230926153
27,MOH1.2020,-92.2071644,38.8963587,180,2020-06-28,27,26.64,31,23.06,23.49,35.75,23.04,13.58,10.86,1.41,0.04,1.52,9.34,18.55,83.5,0.67,0.7,0,2.66,-7.82,0.76230925,14.875,41.7,4.844,77.959856,76.2964,8.12142158876451,14.698977126775,41.700141939364,0.76230924985906,0.209639423491235,10.6437292176631,-9.12372921766312,19.03,0.865,7.94,283.07125,0.781660535995796,0.407657658
28,MOH1.2020,-92.2071644,38.8963587,181,2020-06-29,28,26.08,30.23,23.5,22.91,36.13,20.04,11.12,9.62,1.28,0.03,0.56,7.29,17.86,83.27,0.66,0.68,0,2.76,-6.73,0.803239993,14.868,41.669,3.968,77.01683784,75.5276,7.06545522794897,14.6909961869836,41.6685909242702,0.803239993189416,0.207878626213479,9.24988464896116,-8.68988464896116,18.865,0.8575,6.73,280.48482,0.788126159554731,0.368865031
29,MOH1.2020,-92.2071644,38.8963587,182,2020-06-30,29,25.52,28.52,22.83,23.69,35.66,17.46,8.08,8.4,1.1,0.03,5.1,3.23,18.76,89.81,0.65,0.69,0,2.06,1.87,0.40942971,14.86,41.634,2.884,76.81868688,75.2484,6.15723355835877,14.682096449101,41.6338606569985,0.40942970974125,0.195544121049931,8.00744035171746,-2.90744035171746,17.675,0.803409090909091,5.69,262.6505,0.840735502121641,0.329153605
30,MOH1.2020,-92.2071644,38.8963587,183,2020-07-01,30,25.39,28.45,22.86,23.73,36.02,10.83,2.32,5.38,0.71,0.02,11.29,2.97,18.77,90.83,0.66,0.72,0,1,8.32,0.397007816,14.851,41.596,0.828,76.70832963,75.1328,3.82010329981204,14.672284400913,41.5959537192898,0.397007816488974,0.195342204940997,4.96626053839953,6.32373946160047,17.655,0.8025,5.59,262.194405,0.841178136505239,0.211894447
31,MOH1.2020,-92.2071644,38.8963587,184,2020-07-02,31,26,30.1,22,23.35,35.51,24.04,18.91,11.24,1.47,0.04,1.26,7.76,18.28,86,0.67,0.71,0,0.99,-6.5,0.586213637,14.841,41.555,6.754,77.1984,75.606,8.48189517150255,14.6615671503272,41.5548727220862,0.586213636881976,0.1993627109248,11.0479662358995,-9.78796623589949,18.05,0.820454545454546,8.1,267.88005,0.822216066481994,0.432307692
32,MOH1.2020,-92.2071644,38.8963587,185,2020-07-03,32,26.06,30.03,22.39,23.04,35.63,23.19,17.39,10.96,1.46,0.04,2.13,7.42,17.93,84.22,0.66,0.69,0,1.64,-5.29,0.662640637,14.83,41.511,6.213,77.09339468,75.5544,8.18422836801765,14.6499524074521,41.5106203116742,0.662640636958162,0.201010971902411,10.666610068818,-8.53661006881798,18.21,0.827727272727273,7.64,270.0543,0.814387699066447,0.42056792
33,MOH1.2020,-92.2071644,38.8963587,186,2020-07-04,33,24.69,28.77,22.1,22.12,35.45,18.64,7.27,9.01,1.21,0.03,7.48,4.08,16.93,86.18,0.67,0.71,0,1.91,3.4,0.643063715,14.818,41.463,2.598,75.04022358,73.8532,6.5803422025195,14.6374484653602,41.4631991767613,0.643063715248206,0.193132688658396,8.53710729253181,-1.05710729253181,17.435,0.7925,6.67,258.35183,0.849899627186693,0.364925071
34,MOH1.2020,-92.2071644,38.8963587,187,2020-07-05,34,26.3,31.15,20.87,21.94,33.64,26.62,24.27,12.22,1.56,0.04,0.13,13.24,16.78,78.25,0.66,0.69,0,1.48,-13.11,0.864851889,14.806,41.413,8.677,76.7872025,75.3984,9.40033890956833,14.6240641796344,41.4126120565312,0.864851888974125,0.198952427812143,12.2309717863222,-12.1009717863222,18.01,0.818636363636364,10.28,266.65606,0.822098833981122,0.464638783
35,MOH1.2020,-92.2071644,38.8963587,188,2020-07-06,35,27.08,32.13,21.42,22.04,34.27,27.05,26.02,12.51,1.61,0.04,4.17,10.36,16.86,75.75,0.65,0.69,0,0.98,-6.19,1.020437519,14.792,41.359,9.306,77.710519,76.2144,9.55527582945503,14.6098089467976,41.3588617497202,1.02043751853201,0.206923445420405,12.4796139015336,-8.30961390153365,18.775,0.853409090909091,10.71,277.7198,0.787856191744341,0.461964549
36,MOH1.2020,-92.2071644,38.8963587,189,2020-07-07,36,27.33,32.26,21.37,21.8,34.85,26.84,27.45,12.6,1.64,0.04,0.31,13.71,16.64,73.26,0.64,0.67,0,1.02,-13.4,1.072679786,14.778,41.302,9.822,77.78285842,76.378,9.48433526528566,14.5946926817311,41.3019511247597,1.07267978551366,0.207347513460249,12.385327669731,-12.075327669731,18.815,0.855227272727273,10.89,278.04807,0.785437151209142,0.461031833
37,MOH1.2020,-92.2071644,38.8963587,190,2020-07-08,37,27.46,32.48,21.42,22.39,35.09,27.66,29.4,12.94,1.67,0.04,0.74,11.1,17.28,75.33,0.63,0.64,0,1.33,-10.36,1.011114377,14.763,41.242,10.524,78.24917182,76.7204,9.77762228233396,14.5787257941917,41.241883131027,1.01111437684585,0.208784143743851,12.7727146422364,-12.0327146422364,18.95,0.861363636363636,11.06,279.75885,0.779050131926121,0.471230881
38,MOH1.2020,-92.2071644,38.8963587,191,2020-07-09,38,26.55,30.51,21.79,23.37,34.57,24.61,17.45,11.65,1.54,0.04,1.81,6.44,18.36,83.54,0.62,0.63,0,2.45,-4.63,0.61657829,14.747,41.179,6.249,77.8173513,76.1632,8.70278011909777,14.5619191645348,41.1786608112483,0.61657828956886,0.20039153529715,11.3160796212235,-9.50607962122352,18.15,0.825,8.72,267.65805,0.812506887052342,0.438794727
39,MOH1.2020,-92.2071644,38.8963587,192,2020-07-10,39,26.15,31.53,18.22,19.18,32.08,30.07,38.12,13.77,1.79,0.05,0,9.95,14.11,68.22,0.61,0.61,0,1.23,-9.95,1.139098422,14.73,41.112,13.658,75.3871747,74.2548,10.6378567579843,14.5442841187585,41.1122873150941,1.13909842221683,0.187603230102222,13.7278998413414,-13.7278998413414,16.875,0.767045454545455,13.31,248.56875,0.872888888888889,0.526577438
40,MOH1.2020,-92.2071644,38.8963587,193,2020-07-11,40,27.26,32.5,21.57,21.82,34.13,27.87,30.15,13.05,1.71,0.04,0.05,8.05,16.74,73.52,0.6,0.6,0,1.84,-8,1.118002374,14.713,41.043,10.808,77.70837648,76.3152,9.86373457186667,14.5258324029776,41.0427659140035,1.11800237373283,0.209692976154225,12.8753651526876,-12.8253651526876,19.035,0.865227272727273,10.93,280.061955,0.772944575781455,0.478723404
41,MOH1.2020,-92.2071644,38.8963587,194,2020-07-12,41,24.76,29.59,19.46,19.43,31.92,29.72,34.92,13.48,1.75,0.05,0,6.78,14.38,73.86,0.59,0.58,0,2.55,-6.78,0.945705301,14.694,40.97,12.524,73.89847864,72.9548,10.523172831343,14.5065761574423,40.9701000172744,0.945705300945638,0.184215522139561,13.5402391586133,-13.5402391586133,16.525,0.751136363636364,10.13,242.81835,0.889198184568835,0.544426494
42,MOH1.2020,-92.2071644,38.8963587,195,2020-07-13,42,26.14,32.69,18.67,18.7,32.48,29.04,33.19,13.39,1.75,0.04,0,7.18,13.71,66.32,0.58,0.57,0,1.63,-7.18,1.391301689,14.675,40.894,11.91,75.15232752,74.072,10.2872243807409,14.4865278902096,40.8942931894508,1.39130168896581,0.195594627523863,13.3185879873488,-13.3185879873488,17.68,0.803636363636364,14.02,259.454,0.830033936651584,0.512241775
43,MOH1.2020,-92.2071644,38.8963587,196,2020-07-14,43,27.79,34.62,21.09,21.92,35.39,19.95,9.36,9.54,1.3,0.03,8.01,5.09,16.83,72.77,0.58,0.58,0,2.45,2.92,1.372111645,14.655,40.815,3.361,78.42434517,76.8812,7.07064204679146,14.4657004505782,40.8153491690324,1.37211164497544,0.218632695376096,9.25484068154994,-1.24484068154994,19.855,0.9025,13.53,290.975025,0.738101233946109,0.343288953
