primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00022ab139190,,,Glutathione synthetase,chr3,138235294,138240782,10,GO:0000287 | magnesium ion binding | molecular_function; GO:0004363 | glutathione synthase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0006750 | glutathione biosynthetic process | biological_process; GO:0006979 | response to oxidative stress | biological_process; GO:0009507 | chloroplast | cellular_component; GO:0009635 | response to herbicide | biological_process; GO:0009753 | response to jasmonic acid | biological_process; GO:0043295 | glutathione binding | molecular_function
Zm00033ab145860,,,Cyanohydrin beta-glucosyltransferase,chr3,138235759,138237521,6,GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0008194 | UDP-glycosyltransferase activity | molecular_function; GO:0009718 | anthocyanin-containing compound biosynthetic process | biological_process; GO:0010132 | dhurrin biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046527 | glucosyltransferase activity | molecular_function
Zm00029ab142410,,,Putative calcium-binding protein CML23,chr3,138246120,138247164,2,GO:0004617 | phosphoglycerate dehydrogenase activity | molecular_function; GO:0005509 | calcium ion binding | molecular_function
Zm00041ab143180,,,Epimerase domain-containing protein,chr3,138250113,138254263,3,GO:0003824 | catalytic activity | molecular_function; GO:0005737 | cytoplasm | cellular_component; GO:0071555 | cell wall organization | biological_process
Zm00034ab146730,,,Zinc finger CCCH domain-containing protein 30,chr3,138252220,138254512,5,GO:0003677 | DNA binding | molecular_function; GO:0046872 | metal ion binding | molecular_function; GO:0051171 | regulation of nitrogen compound metabolic process | biological_process; GO:0060255 | regulation of macromolecule metabolic process | biological_process; GO:0080090 | regulation of primary metabolic process | biological_process
Zm00036ab141990,,,NmrA domain-containing protein,chr3,138259155,138271194,3,GO:0009699 | phenylpropanoid biosynthetic process | biological_process; GO:0009806 | lignan metabolic process | biological_process; GO:0016491 | oxidoreductase activity | molecular_function
Zm00032ab141700,,,Alpha/beta-Hydrolases superfamily protein,chr3,138260558,138268472,1,GO:0016787 | hydrolase activity | molecular_function
Zm00030ab138080,,,NmrA domain-containing protein,chr3,138261734,138276124,1,GO:0016491 | oxidoreductase activity | molecular_function
Zm00027ab139700,,,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein,chr3,138262346,138265844,2,GO:0005737 | cytoplasm | cellular_component; GO:0016021 | integral component of membrane | cellular_component
Zm00025ab142500,,,Metalloenzyme domain-containing protein,chr3,138265668,138268564,3,"GO:0016021 | integral component of membrane | cellular_component; GO:0046537 | 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity | molecular_function; GO:0046872 | metal ion binding | molecular_function"
Zm00025ab142510,RTF1,,Plus3 domain-containing protein,chr3,138268843,138271522,9,GO:0003677 | DNA binding | molecular_function; GO:0006470 | protein dephosphorylation | biological_process; GO:0009910 | negative regulation of flower development | biological_process; GO:0016593 | Cdc73/Paf1 complex | cellular_component; GO:0017148 | negative regulation of translation | biological_process; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0106306 |  | ; GO:0106307 |  | ; GO:1990269 | RNA polymerase II C-terminal domain phosphoserine binding | molecular_function
Zm00019ab131040,,,Phytase,chr3,138272867,138274813,1,GO:0016021 | integral component of membrane | cellular_component
Zm00029ab142420,,,HMA domain-containing protein,chr3,138272933,138273265,1,GO:0046872 | metal ion binding | molecular_function
Zm00020ab139220,,,Histone-lysine N-methyltransferase HRX,chr3,138273174,138280335,16,"GO:0003712 | transcription coregulator activity | molecular_function; GO:0006281 | DNA repair | biological_process; GO:0006310 | DNA recombination | biological_process; GO:0008168 | methyltransferase activity | molecular_function; GO:0008213 | protein alkylation | biological_process; GO:0008270 | zinc ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016570 | histone modification | biological_process; GO:0018205 | peptidyl-lysine modification | biological_process; GO:0032259 | methylation | biological_process; GO:0035097 | histone methyltransferase complex | cellular_component; GO:0042393 | histone binding | molecular_function; GO:0045892 | negative regulation of DNA-templated transcription | biological_process; GO:0045944 | positive regulation of transcription by RNA polymerase II | biological_process; GO:0046872 | metal ion binding | molecular_function; GO:0140096 | catalytic activity, acting on a protein | molecular_function"
Zm00026ab138680,,,DNA repair protein RAD51 homolog,chr3,138273717,138277348,21,"GO:0000150 | DNA strand exchange activity | molecular_function; GO:0000724 | double-strand break repair via homologous recombination | biological_process; GO:0000793 | condensed chromosome | cellular_component; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0003697 | single-stranded DNA binding | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006312 | mitotic recombination | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0007127 | meiosis I | biological_process; GO:0008094 | ATP-dependent activity, acting on DNA | molecular_function; GO:0009536 | plastid | cellular_component; GO:0010332 | response to gamma radiation | biological_process; GO:0016787 | hydrolase activity | molecular_function; GO:0042148 | strand invasion | biological_process; GO:0065004 | protein-DNA complex assembly | biological_process; GO:0070013 | intracellular organelle lumen | cellular_component; GO:0070192 | chromosome organization involved in meiotic cell cycle | biological_process; GO:0090735 | DNA repair complex assembly | biological_process; GO:0140527 | reciprocal homologous recombination | biological_process; GO:1990426 | mitotic recombination-dependent replication fork processing | biological_process"
Zm00025ab142520,,,Shikimate dehydrogenase,chr3,138274176,138279797,10,GO:0003855 | 3-dehydroquinate dehydratase activity | molecular_function; GO:0004764 | shikimate 3-dehydrogenase (NADP+) activity | molecular_function; GO:0008652 | cellular amino acid biosynthetic process | biological_process; GO:0009073 | aromatic amino acid family biosynthetic process | biological_process; GO:0009423 | chorismate biosynthetic process | biological_process; GO:0009570 | chloroplast stroma | cellular_component; GO:0009793 | embryo development ending in seed dormancy | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0019632 | shikimate metabolic process | biological_process; GO:0050661 | NADP binding | molecular_function
Zm00038ab140300,,,Phytase,chr3,138278251,138280195,1,GO:0016021 | integral component of membrane | cellular_component
Zm00037ab138730,,,DNA repair protein RAD51 homolog,chr3,138280959,138284472,22,"GO:0000150 | DNA strand exchange activity | molecular_function; GO:0000724 | double-strand break repair via homologous recombination | biological_process; GO:0000793 | condensed chromosome | cellular_component; GO:0003684 | damaged DNA binding | molecular_function; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0003697 | single-stranded DNA binding | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006312 | mitotic recombination | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0007127 | meiosis I | biological_process; GO:0008094 | ATP-dependent activity, acting on DNA | molecular_function; GO:0009536 | plastid | cellular_component; GO:0010332 | response to gamma radiation | biological_process; GO:0016787 | hydrolase activity | molecular_function; GO:0042148 | strand invasion | biological_process; GO:0065004 | protein-DNA complex assembly | biological_process; GO:0070013 | intracellular organelle lumen | cellular_component; GO:0070192 | chromosome organization involved in meiotic cell cycle | biological_process; GO:0090735 | DNA repair complex assembly | biological_process; GO:0140527 | reciprocal homologous recombination | biological_process; GO:1990426 | mitotic recombination-dependent replication fork processing | biological_process"
Zm00032ab141720,,,acyl-CoA-binding domain-containing protein 6 isoform X3,chr3,138284715,138303266,7,GO:0000062 | fatty-acyl-CoA binding | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0006869 | lipid transport | biological_process; GO:0008168 | methyltransferase activity | molecular_function; GO:0008289 | lipid binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0032259 | methylation | biological_process
Zm00026ab138690,,,eIF-2B GDP-GTP exchange factor subunit alpha,chr3,138285051,138288584,6,GO:0003743 | translation initiation factor activity | molecular_function; GO:0005085 | guanyl-nucleotide exchange factor activity | molecular_function; GO:0005851 | eukaryotic translation initiation factor 2B complex | cellular_component; GO:0006413 | translational initiation | biological_process; GO:0016853 | isomerase activity | molecular_function; GO:0050790 | regulation of catalytic activity | biological_process
Zm00037ab138740,,,eIF-2B GDP-GTP exchange factor subunit alpha,chr3,138292284,138295813,6,GO:0003743 | translation initiation factor activity | molecular_function; GO:0005085 | guanyl-nucleotide exchange factor activity | molecular_function; GO:0005851 | eukaryotic translation initiation factor 2B complex | cellular_component; GO:0006413 | translational initiation | biological_process; GO:0016853 | isomerase activity | molecular_function; GO:0050790 | regulation of catalytic activity | biological_process
Zm00040ab147880,,,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein,chr3,138293160,138296955,2,GO:0005737 | cytoplasm | cellular_component; GO:0016021 | integral component of membrane | cellular_component
Zm00028ab141270,,,DNA repair protein RAD51 homolog,chr3,138296389,138299886,21,"GO:0000150 | DNA strand exchange activity | molecular_function; GO:0000724 | double-strand break repair via homologous recombination | biological_process; GO:0000793 | condensed chromosome | cellular_component; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0003697 | single-stranded DNA binding | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006312 | mitotic recombination | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0007127 | meiosis I | biological_process; GO:0008094 | ATP-dependent activity, acting on DNA | molecular_function; GO:0009536 | plastid | cellular_component; GO:0010332 | response to gamma radiation | biological_process; GO:0016787 | hydrolase activity | molecular_function; GO:0042148 | strand invasion | biological_process; GO:0065004 | protein-DNA complex assembly | biological_process; GO:0070013 | intracellular organelle lumen | cellular_component; GO:0070192 | chromosome organization involved in meiotic cell cycle | biological_process; GO:0090735 | DNA repair complex assembly | biological_process; GO:0140527 | reciprocal homologous recombination | biological_process; GO:1990426 | mitotic recombination-dependent replication fork processing | biological_process"
