primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00018ab331160,LOC100272508,,tRNA (Cytosine(34)-C(5))-methyltransferase,chr7,130576700,130595782,5,GO:0000049 | tRNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016428 | tRNA (cytosine-5-)-methyltransferase activity | molecular_function; GO:0030488 | tRNA methylation | biological_process
Zm00031ab328180,,,Terminal organelle assembly protein,chr7,130581694,130583745,7,GO:0002098 | tRNA wobble uridine modification | biological_process; GO:0005634 | nucleus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0017182 | peptidyl-diphthamide metabolic process | biological_process; GO:0044249 | cellular biosynthetic process | biological_process; GO:0046872 | metal ion binding | molecular_function; GO:1900247 | regulation of cytoplasmic translational elongation | biological_process
Zm00030ab316870,,,ABSCISIC ACID-INSENSITIVE 5-like protein 5,chr7,130581881,130597633,6,GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0009738 | abscisic acid-activated signaling pathway | biological_process; GO:0045893 | positive regulation of DNA-templated transcription | biological_process
Zm00035ab327900,,,,chr7,130582144,130582593,1,GO:0016021 | integral component of membrane | cellular_component
Zm00042ab330020,,,Abscisic acid 8'-hydroxylase 3,chr7,130590640,130593606,12,"GO:0004497 | monooxygenase activity | molecular_function; GO:0005506 | iron ion binding | molecular_function; GO:0009687 | abscisic acid metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016107 | sesquiterpenoid catabolic process | biological_process; GO:0016125 | sterol metabolic process | biological_process; GO:0016705 | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen | molecular_function; GO:0020037 | heme binding | molecular_function; GO:0043290 | apocarotenoid catabolic process | biological_process; GO:0046164 | alcohol catabolic process | biological_process; GO:0072329 | monocarboxylic acid catabolic process | biological_process; GO:0120256 | olefinic compound catabolic process | biological_process"
Zm00025ab328300,,,Heavy metal-associated isoprenylated plant protein 41,chr7,130592285,130597537,7,GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0070042 | rRNA (uridine-N3-)-methyltransferase activity | molecular_function; GO:0070475 | rRNA base methylation | biological_process
Zm00019ab303390,,,Putative carboxylesterase 12,chr7,130594282,130595881,1,GO:0016787 | hydrolase activity | molecular_function
Zm00032ab329580,,,Heat stress transcription factor B-2b,chr7,130594429,130597620,11,GO:0001067 | transcription regulatory region nucleic acid binding | molecular_function; GO:0003690 | double-stranded DNA binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009408 | response to heat | biological_process; GO:0010200 | response to chitin | biological_process; GO:0043565 | sequence-specific DNA binding | molecular_function; GO:1903507 | negative regulation of nucleic acid-templated transcription | biological_process; GO:2000113 | negative regulation of cellular macromolecule biosynthetic process | biological_process
Zm00027ab321060,,,HAP5 subunit of HAP complex,chr7,130597187,130598290,9,"GO:0001228 | DNA-binding transcription activator activity, RNA polymerase II-specific | molecular_function; GO:0003677 | DNA binding | molecular_function; GO:0003887 | DNA-directed DNA polymerase activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0045944 | positive regulation of transcription by RNA polymerase II | biological_process; GO:0046982 | protein heterodimerization activity | molecular_function; GO:0048579 | negative regulation of long-day photoperiodism, flowering | biological_process; GO:0071897 | DNA biosynthetic process | biological_process"
Zm00027ab321070,,,BURP domain-containing protein,chr7,130601019,130602441,1,GO:0016021 | integral component of membrane | cellular_component
Zm00041ab328670,,,ENTH domain-containing protein,chr7,130603757,130605178,9,"GO:0000149 | SNARE binding | molecular_function; GO:0005545 | 1-phosphatidylinositol binding | molecular_function; GO:0005546 | phosphatidylinositol-4,5-bisphosphate binding | molecular_function; GO:0005794 | Golgi apparatus | cellular_component; GO:0005905 | clathrin-coated pit | cellular_component; GO:0006897 | endocytosis | biological_process; GO:0006900 | vesicle budding from membrane | biological_process; GO:0030136 | clathrin-coated vesicle | cellular_component; GO:0032050 | clathrin heavy chain binding | molecular_function"
Zm00027ab321080,,,Xyloglucan 6-xylosyltransferase 2,chr7,130604786,130605814,12,GO:0000138 | Golgi trans cisterna | cellular_component; GO:0000139 | Golgi membrane | cellular_component; GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0009969 | xyloglucan biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016758 | hexosyltransferase activity | molecular_function; GO:0033843 | xyloglucan 6-xylosyltransferase activity | molecular_function; GO:0035252 | UDP-xylosyltransferase activity | molecular_function; GO:0042803 | protein homodimerization activity | molecular_function; GO:0048767 | root hair elongation | biological_process
Zm00041ab328690,,,E3 ubiquitin-protein ligase ATL6,chr7,130609133,130610819,14,GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0006623 | protein targeting to vacuole | biological_process; GO:0006896 | Golgi to vacuole transport | biological_process; GO:0009057 | macromolecule catabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016874 | ligase activity | molecular_function; GO:0017119 | Golgi transport complex | cellular_component; GO:0043412 | macromolecule modification | biological_process; GO:0044238 | primary metabolic process | biological_process; GO:0044248 | cellular catabolic process | biological_process; GO:0044260 | cellular macromolecule metabolic process | biological_process; GO:0061630 | ubiquitin protein ligase activity | molecular_function; GO:1901565 | organonitrogen compound catabolic process | biological_process
Zm00027ab321090,,,GPI-anchored protein LLG1,chr7,130609451,130610693,6,GO:0005515 | protein binding | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0009536 | plastid | cellular_component; GO:0031224 | intrinsic component of membrane | cellular_component; GO:0045927 | positive regulation of growth | biological_process; GO:0090406 | pollen tube | cellular_component
Zm00027ab321100,,,PSI-G,chr7,130611023,130612129,9,GO:0006740 | NADPH regeneration | biological_process; GO:0009522 | photosystem I | cellular_component; GO:0009535 | chloroplast thylakoid membrane | cellular_component; GO:0009941 | chloroplast envelope | cellular_component; GO:0015979 | photosynthesis | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0022900 | electron transport chain | biological_process; GO:0042550 | photosystem I stabilization | biological_process; GO:0050821 | protein stabilization | biological_process
Zm00033ab334890,,,Pentatricopeptide repeat-containing protein,chr7,130617917,130622105,5,GO:0004252 | serine-type endopeptidase activity | molecular_function; GO:0006465 | signal peptide processing | biological_process; GO:0008168 | methyltransferase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0032259 | methylation | biological_process
Zm00031ab328200,,,Putative carboxylesterase 12,chr7,130619306,130620762,1,GO:0016787 | hydrolase activity | molecular_function
Zm00039ab322460,,,Signal transducer,chr7,130626366,130634823,4,GO:0003714 | transcription corepressor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006351 | DNA-templated transcription | biological_process; GO:0045892 | negative regulation of DNA-templated transcription | biological_process
Zm00024ab321810,,,BRI1 kinase inhibitor 1,chr7,130627989,130629032,7,GO:0005886 | plasma membrane | cellular_component; GO:0006629 | lipid metabolic process | biological_process; GO:0009742 | brassinosteroid mediated signaling pathway | biological_process; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0019210 | kinase inhibitor activity | molecular_function; GO:0043086 | negative regulation of catalytic activity | biological_process
Zm00042ab330030,,,Protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1,chr7,130629168,130633816,3,GO:0005829 | cytosol | cellular_component; GO:0009903 | chloroplast avoidance movement | biological_process; GO:0009904 | chloroplast accumulation movement | biological_process
Zm00033ab334900,,,,chr7,130632919,130633545,1,GO:0005516 | calmodulin binding | molecular_function
Zm00033ab334910,,,Serine/threonine-protein kinase PEPKR2,chr7,130634933,130640486,7,GO:0004674 | protein serine/threonine kinase activity | molecular_function; GO:0005516 | calmodulin binding | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0018209 | peptidyl-serine modification | biological_process; GO:0035556 | intracellular signal transduction | biological_process
Zm00029ab330790,,,Zinc-finger homeodomain protein 1,chr7,130635249,130637105,5,GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0046872 | metal ion binding | molecular_function
Zm00039ab322470,,,Peroxidase,chr7,130635648,130640007,13,GO:0004601 | peroxidase activity | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005773 | vacuole | cellular_component; GO:0006979 | response to oxidative stress | biological_process; GO:0009505 | plant-type cell wall | cellular_component; GO:0009519 | middle lamella | cellular_component; GO:0009809 | lignin biosynthetic process | biological_process; GO:0010228 | vegetative to reproductive phase transition of meristem | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0020037 | heme binding | molecular_function; GO:0042744 | hydrogen peroxide catabolic process | biological_process; GO:0046872 | metal ion binding | molecular_function; GO:0098869 | cellular oxidant detoxification | biological_process
